ID	QualtricsID	gc	Instructions	CONDITION	AGE	LANG	EDU	SEX	Qnumber	STIMULUS	Response	CORRECT	CONFIDENCE
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	4	2	2	1	1
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	5	1	1	1	3
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	6	1	2	1	3
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	7	2	1	1	3
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	8	2	2	1	4
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	9	1	1	1	2
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	10	1	1	0	2
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	11	2	1	1	2
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	12	2	2	1	3
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	13	1	1	1	3
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	14	1	2	1	2
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	15	2	2	0	2
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	16	2	2	1	3
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	17	1	2	0	3
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	18	1	2	1	2
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	19	2	1	1	2
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	20	2	1	0	3
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	21	1	1	1	1
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	22	1	1	0	2
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	23	2	1	1	3
2	R_721JU47WjYsjORL	1	condition1	1	2	4	0	1	24	2	2	1	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	1	1	1	1	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	2	1	1	0	4
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	3	2	1	1	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	4	2	2	1	4
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	5	1	1	1	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	6	1	2	1	4
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	7	2	2	0	5
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	8	2	2	1	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	9	1	1	1	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	10	1	2	1	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	11	2	2	0	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	12	2	1	0	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	13	1	1	1	4
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	14	1	2	1	1
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	15	2	1	1	4
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	16	2	2	1	4
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	17	1	2	0	5
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	18	1	2	1	4
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	19	2	1	1	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	20	2	1	0	4
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	21	1	1	1	4
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	22	1	1	0	5
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	23	2	1	1	2
3	R_56ZUADRkdmlezu5	1	condition2	3	2	4	1	2	24	2	2	1	1
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	1	1	1	1	4
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	2	1	2	1	4
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	3	2	1	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	4	2	2	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	5	1	2	0	5
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	6	1	2	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	7	2	2	0	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	8	2	1	0	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	9	1	1	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	10	1	1	0	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	11	2	2	0	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	12	2	1	0	2
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	13	1	2	0	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	14	1	2	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	15	2	1	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	16	2	2	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	17	1	1	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	18	1	2	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	19	2	2	0	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	20	2	2	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	21	1	1	1	3
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	22	1	2	1	6
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	23	2	1	1	4
4	R_enelFMtAFIXnZTT	1	condition1	1	2	4	0	1	24	2	2	1	6
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	1	1	1	1	3
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	2	1	2	1	4
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	3	2	1	1	5
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	4	2	2	1	5
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	5	1	1	1	4
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	6	1	2	1	5
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	7	2	1	1	1
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	8	2	1	0	1
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	9	1	1	1	4
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	10	1	2	1	5
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	11	2	1	1	2
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	12	2	2	1	3
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	13	1	1	1	4
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	14	1	2	1	4
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	15	2	1	1	2
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	16	2	2	1	5
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	17	1	1	1	3
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	18	1	2	1	3
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	19	2	1	1	4
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	20	2	2	1	0
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	21	1	1	1	3
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	22	1	2	1	5
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	23	2	1	1	4
5	R_6L0n7pSRzglEBSZ	1	control	2	2	4	1	1	24	2	2	1	3
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	1	1	1	1	6
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	2	1	1	0	5
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	3	2	1	1	6
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	4	2	2	1	5
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	5	1	1	1	4
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	6	1	2	1	4
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	7	2	1	1	2
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	8	2	2	1	5
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	9	1	1	1	6
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	10	1	1	0	4
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	11	2	1	1	5
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	12	2	2	1	4
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	13	1	1	1	4
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	14	1	2	1	6
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	15	2	1	1	5
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	16	2	2	1	3
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	17	1	1	1	6
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	18	1	1	0	4
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	19	2	1	1	5
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	20	2	2	1	5
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	21	1	1	1	5
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	22	1	2	1	4
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	23	2	2	0	3
6	R_eW2VM1n4sRTUeEZ	1	condition1	1	2	4	0	1	24	2	2	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	1	1	1	1	5
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	2	1	2	1	3
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	3	2	1	1	5
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	4	2	2	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	5	1	1	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	6	1	2	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	7	2	1	1	5
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	8	2	2	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	9	1	1	1	5
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	10	1	2	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	11	2	1	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	12	2	2	1	3
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	13	1	1	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	14	1	2	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	15	2	1	1	5
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	16	2	2	1	5
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	17	1	1	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	18	1	2	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	19	2	1	1	5
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	20	2	2	1	5
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	21	1	1	1	3
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	22	1	2	1	4
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	23	2	2	0	5
7	R_bHnkgKwiSXnP5hb	1	condition1	1	2	4	0	2	24	2	2	1	5
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	1	1	2	0	1
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	2	1	1	0	2
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	3	2	1	1	6
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	4	2	1	0	5
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	5	1	1	1	6
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	6	1	1	0	5
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	7	2	1	1	4
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	8	2	2	1	4
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	9	1	1	1	6
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	10	1	1	0	5
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	11	2	1	1	6
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	12	2	2	1	2
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	13	1	2	0	2
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	14	1	1	0	6
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	15	2	1	1	6
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	16	2	1	0	2
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	17	1	1	1	5
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	18	1	1	0	5
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	19	2	2	0	2
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	20	2	1	0	6
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	21	1	2	0	6
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	22	1	1	0	6
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	23	2	1	1	5
8	R_diimvl5mcNY5SbX	1	condition1	1	1	4	1	1	24	2	2	1	3
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	1	1	1	1	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	2	1	2	1	2
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	3	2	1	1	5
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	4	2	2	1	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	5	1	1	1	3
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	6	1	1	0	5
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	7	2	1	1	3
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	8	2	1	0	3
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	9	1	2	0	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	10	1	2	1	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	11	2	1	1	3
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	12	2	1	0	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	13	1	2	0	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	14	1	2	1	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	15	2	1	1	3
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	16	2	2	1	5
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	17	1	1	1	3
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	18	1	2	1	3
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	19	2	2	0	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	20	2	2	1	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	21	1	1	1	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	22	1	2	1	3
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	23	2	1	1	4
9	R_9TDjPoYjvoyOpgx	1	condition1	1	2	4	1	2	24	2	2	1	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	1	1	1	1	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	2	1	2	1	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	3	2	1	1	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	4	2	1	0	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	5	1	2	0	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	6	1	2	1	5
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	7	2	2	0	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	8	2	2	1	6
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	9	1	1	1	5
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	10	1	2	1	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	11	2	2	0	5
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	12	2	1	0	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	13	1	1	1	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	14	1	2	1	3
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	15	2	1	1	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	16	2	2	1	6
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	17	1	1	1	3
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	18	1	2	1	6
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	19	2	2	0	5
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	20	2	2	1	5
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	21	1	2	0	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	22	1	2	1	5
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	23	2	1	1	4
10	R_24VY837cxXeTeZL	1	condition1	1	2	4	0	1	24	2	2	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	1	1	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	2	1	2	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	3	2	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	4	2	1	0	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	5	1	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	6	1	2	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	7	2	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	8	2	2	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	9	1	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	10	1	2	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	11	2	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	12	2	2	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	13	1	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	14	1	2	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	15	2	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	16	2	2	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	17	1	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	18	1	1	0	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	19	2	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	20	2	2	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	21	1	1	1	5
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	22	1	2	1	3
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	23	2	1	1	2
11	R_2b2wR6INjZzsksJ	1	condition1	1	2	4	0	2	24	2	2	1	5
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	1	1	1	1	5
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	2	1	2	1	5
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	3	2	1	1	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	4	2	1	0	5
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	5	1	1	1	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	6	1	2	1	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	7	2	2	0	2
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	8	2	2	1	5
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	9	1	1	1	5
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	10	1	1	0	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	11	2	1	1	2
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	12	2	2	1	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	13	1	1	1	5
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	14	1	2	1	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	15	2	1	1	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	16	2	2	1	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	17	1	1	1	4
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	18	1	1	0	2
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	19	2	1	1	4
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	20	2	2	1	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	21	1	1	1	5
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	22	1	2	1	6
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	23	2	1	1	4
12	R_1YWdxS5pIXh2r2J	1	condition2	3	1	4	1	1	24	2	2	1	4
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	1	1	1	1	5
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	2	1	2	1	3
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	3	2	1	1	4
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	4	2	2	1	6
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	5	1	1	1	4
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	6	1	2	1	4
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	7	2	1	1	6
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	8	2	2	1	6
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	9	1	1	1	4
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	10	1	1	0	5
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	11	2	2	0	5
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	12	2	2	1	4
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	13	1	1	1	3
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	14	1	1	0	3
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	15	2	1	1	4
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	16	2	2	1	5
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	17	1	2	0	6
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	18	1	2	1	6
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	19	2	1	1	3
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	20	2	2	1	4
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	21	1	1	1	5
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	22	1	2	1	3
13	R_d5wzTOJQVbDHG2p	1	condition2	3	3	4	1	1	23	2	2	0	4
